price,mileage,power,make_model,date,fuel,gear,offer_type,version,link
12000,39645,107,BMW R 1200 GS,14-Feb,Gasoline,,Used,0,/offers/bmw-r-1200-gs-0-gasoline-10c149ca-464e-4b46-ae75-3bf1837a21ae
11900,350,145,Honda,20-Dec,Gasoline,,Used,,/offers/honda-others-gasoline-silver-983e93af-c59a-1b4d-e053-0100007fdfea
6490,1500,,Kymco MXU 550,18-May,Gasoline,Automatic,Used,*nur 1.500 Km* Allrad,/offers/kymco-mxu-550-nur-1-500-km-allrad-gasoline-green-52e821ab-6b98-4df8-b8a4-dea240196019
3299,145,,Piaggio Medley 125,21-Feb,Gasoline,,Used,,/offers/piaggio-medley-125-gasoline-black-c161e7af-94db-4f22-920a-6f4a20c0821c
1100,16000,5,Piaggio Zip 50,10-Oct,Gasoline,,Used,zip 50cc (Hi speed polini),/offers/piaggio-zip-50-zip-50cc-hi-speed-polini-gasoline-blue-fe7c1bba-4e17-4074-e053-0100007fa5b3
11900,8756,158,Ducati Multistrada 1260,18-Jun,Gasoline,,Used,,/offers/ducati-multistrada-1260-gasoline-red-c8dec9c3-7918-9766-e053-0100007fc00f
21500,4300,170,Ducati Multistrada 1100,21-Feb,Gasoline,Manual,Used,V4 S PERFORMANCE,/offers/ducati-multistrada-1100-v4-s-performance-gasoline-red-48c8d74e-9bf2-4baf-88ae-96360764fd0f
10000,21000,77,BMW F 750 GS,18-Jun,Gasoline,,Used,,/offers/bmw-f-750-gs-gasoline-blue-c6e052b9-77fb-b075-e053-0100007f5699
9095,0,,Triumph,21-Jan,,,New,TRIDENT 660,/offers/triumph-others-trident-660-silver-a3be864d-5bbd-41fe-9641-650d22055d89
8350,81000,110,BMW R 1200 GS,12-Aug,Gasoline,,Used,,/offers/bmw-r-1200-gs-gasoline-white-67cb37bf-9add-7907-e053-0100007fa9b5
12499,710,50,Can Am,21-Jun,Gasoline,Automatic,Used,Tour Ryker 600,/offers/can-am-others-tour-ryker-600-gasoline-black-7d693bdc-a530-4d32-b6d0-5770715caa29
7990,50755,110,Yamaha XTZ 1200,12-May,Gasoline,Manual,Used,Super Tenere,/offers/yamaha-xtz-1200-super-tenere-gasoline-black-f2d60511-b215-41d2-a009-dbb30e71e972
6500,11000,48,Yamaha MT-07,19-Jul,Gasoline,,Used,depotenziata,/offers/yamaha-mt-07-depotenziata-gasoline-red-5ae2ad90-05f4-41e1-9cda-c96eff650fa4
19990,1090,73,Moto Guzzi 850 Le Mans,May-80,Gasoline,Manual,Used,II RESTAURATION CAFERACER TOP,/offers/moto-guzzi-850-le-mans-ii-restauration-caferacer-top-gasoline-silver-fdd6f8ab-f211-4a7d-9593-595daba84e63
7300,61,14,KTM 250 EXC,20-Aug,Two Stroke Gasoline,Manual,Used,,/offers/ktm-250-exc-two-stroke-gasoline-orange-3cc4efc6-80a5-0b7c-e053-0100007f8411
12999,0,145,Honda CB 1000,20-Nov,Gasoline,Manual,Pre-registered,RAK PLUS 2ED **AKTIONSPREIS**,/offers/honda-cb-1000-rak-plus-2ed-aktionspreis-gasoline-a050d51c-8b6a-4d84-82f2-1a9a40b2ea8f
14490,4176,165,BMW S 1000 XR,20-Mar,Gasoline,Manual,Used,"Triple Black, Vollausstattung*",/offers/bmw-s-1000-xr-triple-black-vollausstattung-gasoline-35ecdc80-027d-424e-9889-28c938513bfa
12990,70000,71,Harley-Davidson Road King,3-Jan,Gasoline,Manual,Used,100th Anniversary Centenario,/offers/harley-davidson-road-king-100th-anniversary-centenario-gasoline-silver-f6164674-2159-4967-9971-5875645de5ed
22000,31000,76,Harley-Davidson Fat Boy,10-Jan,Gasoline,,Used,,/offers/harley-davidson-fat-boy-gasoline-black-76709b2c-26c2-458f-98a4-afe896b5528c
2500,1500,11,Kymco People S 125,20-Dec,Gasoline,,Used,,/offers/kymco-people-s-125-gasoline-grey-f37fc7c3-9cd7-2d05-e053-0100007fc7eb
10000,22500,140,Triumph Rocket III Roadster,7-Apr,Gasoline,,Used,,/offers/triumph-rocket-iii-roadster-gasoline-yellow-b3629ebc-4f90-9049-e053-0100007fd0bd
8200,15000,77,BMW F 750 GS,18-May,Gasoline,,Used,,/offers/bmw-f-750-gs-gasoline-blue-302dd7c2-a465-6f5a-e053-0100007fe582
10500,10300,73,Ducati Scrambler,16-Jun,Gasoline,Manual,Used,Scrambler Italia Independent (2015 - 16),/offers/ducati-scrambler-scrambler-italia-independent-2015-16-gasoline-black-133a3554-0ec8-4db4-8248-a20989284638
15500,7221,77,Moto Guzzi 850 Le Mans,Jun-83,Gasoline,Manual,Used,,/offers/moto-guzzi-850-le-mans-gasoline-red-8ac075bb-cb00-2733-e053-0100007ff7e1
12500,14772,179,KTM 1290 Super Duke R,17-Feb,Gasoline,,Used,,/offers/ktm-1290-super-duke-r-gasoline-black-629186ba-c7e1-205f-e053-0100007f25d2
10200,5000,163,Harley-Davidson Sportster 1200,9-May,Gasoline,,Used,,/offers/harley-davidson-sportster-1200-gasoline-violet-f87be2c3-6b83-1234-e053-0100007ff198
10950,35835,98,Honda F 6 C,Feb-98,Gasoline,Manual,Used,F6c Valkyrie,/offers/honda-f-6-c-f6c-valkyrie-gasoline-silver-a1ad2301-caaf-41ef-a6e2-dda518c917d1
1600,800,4,Piaggio Liberty 50,21-Mar,Gasoline,,Used,,/offers/piaggio-liberty-50-gasoline-blue-db8ba5c3-452e-a620-e053-0100007f620b
11900,112,48,Yamaha,21-Mar,Gasoline,Automatic,Used,T-Max 560 XP560E GRIGIO OPACO,/offers/yamaha-others-t-max-560-xp560e-grigio-opaco-gasoline-grey-60338549-3507-4ce7-aae5-0c0c5dfeb259
14500,10820,107,BMW K 1600 GT,13-Jul,Gasoline,,Used,Garantie Premium 24 Mois !!!,/offers/bmw-k-1600-gt-garantie-premium-24-mois-gasoline-grey-c4ad7a3b-4f98-4ced-b575-23404324c579
890,14500,11,Kymco Agility 200,11-Jan,Gasoline,,Used,,/offers/kymco-agility-200-gasoline-white-cd4c3abb-d7cf-d71f-e053-0100007f5373
12699,22000,106,Triumph Rocket III Touring,14-Aug,Gasoline,Manual,Used,,/offers/triumph-rocket-iii-touring-gasoline-red-e442b3be-31b7-bf17-e053-0100007fc60f
14500,16000,160,KTM 1290 Super Adventure,20-May,Gasoline,,Used,,/offers/ktm-1290-super-adventure-gasoline-black-c889f2c6-b7e6-a67e-e053-0100007ff66e
700,712,122,Peugeot Speedfight,18-Feb,Gasoline,,Used,,/offers/peugeot-speedfight-gasoline-white-40b996c1-a4e3-b832-e053-0100007f9c96
1450,5926,1,Kymco,18-Jan,Gasoline,,Used,AGILITY 16+ 50,/offers/kymco-others-agility-16-50-gasoline-blue-413cb170-fa28-49d8-b34d-f31e125c86d1
7658,0,,Honda CMX 500,21-Jan,,,New,500A,/offers/honda-cmx-500-500a-red-eeb468d5-5591-4f51-9a2a-d5546f8dfb94
7100,22000,129,MV Agusta F4 750,1-Jan,Gasoline,,Used,,/offers/mv-agusta-f4-750-gasoline-white-c27423c1-bc1f-1f3f-e053-0100007f1ea7
10445,21300,,BMW R nineT,15-Apr,Gasoline,,Used,,/offers/bmw-r-ninet-gasoline-black-d488e00d-91e2-4490-acaa-8312c1bf62d3
7500,5000,349,Piaggio MP3 350,18-Jul,Gasoline,,Used,,/offers/piaggio-mp3-350-gasoline-black-3cf949be-0c64-1408-e053-0100007f8bdb
17500,70,129,Triumph Daytona 675,20-Jan,Gasoline,Manual,Used,Triumph Daytona Moto2 765 Limited Edition 113/765,/offers/triumph-daytona-675-triumph-daytona-moto2-765-limited-edition-113-765-gasoline-black-76dcb1ad-07ab-5910-e053-0100007f2182
10990,3800,,Suzuki Katana 1000,19-May,Gasoline,,Used,,/offers/suzuki-katana-1000-gasoline-silver-e835d40c-329a-4c30-8522-b504298fa237
9990,14236,,Others,19-Jul,Gasoline,,Used,HARLEY DAVIDSON,/offers/others-others-harley-davidson-gasoline-red-17a32011-4b4d-42ab-8cb8-2e9b24fd0d10
10690,10100,145,Ducati Monster 1200,15-Mar,Gasoline,Manual,Used,,/offers/ducati-monster-1200-gasoline-red-e3af29c2-f90e-3d37-e053-0100007f3b22
11890,29860,,Yamaha FJR 1300,14-Oct,Gasoline,,Used,AE,/offers/yamaha-fjr-1300-ae-gasoline-black-5201790a-3720-4254-86ee-c9aa503b2008
16500,10500,205,Yamaha YZF-R1,15-May,Gasoline,,Used,,/offers/yamaha-yzf-r1-gasoline-red-06aacfba-b48e-2b57-e053-0100007fd8e8
7900,38000,150,Kawasaki Z1000 SX,12-May,Gasoline,,Used,,/offers/kawasaki-z1000-sx-gasoline-green-48a633c2-9f58-8f01-e053-0100007f93e7
1050,3856,1,Nova Motors,19-Jun,Electric,Automatic,Used,,/offers/nova-motors-others-electric-black-5493bec5-3966-6f1f-e053-0100007fba80
7499,8101,63,Quadix Buggy 1100,16-Jul,Gasoline,,Used,,/offers/quadix-buggy-1100-gasoline-black-f83d3dc6-5502-1a3b-e053-0100007f80b6
7000,57065,49,Moto Guzzi V 7,Jun-72,Gasoline,,Used,,/offers/moto-guzzi-v-7-gasoline-yellow-08ada8c4-5336-6908-e053-0100007f44ab
3419,500,12,Kymco X-Town,21-Mar,Gasoline,Automatic,Demonstration,125,/offers/kymco-x-town-125-gasoline-blue-2629c370-6061-4bf0-952c-9d2506d1ff28
5490,586,16,Fantic 250E,19-Oct,Gasoline,Manual,Used,,/offers/fantic-250e-gasoline-white-d3953421-69f6-4d55-9fe9-6612da84168d
6500,52000,48,Yamaha TMAX 530,13-Jul,Gasoline,,Used,,/offers/yamaha-tmax-530-gasoline-blue-13ad4b73-c275-43b1-9c94-2e34533cffce
6000,22851,27,Yamaha,Sep-78,Gasoline,,Used,TT 500,/offers/yamaha-others-tt-500-gasoline-orange-0420d7ba-6d87-754e-e053-0100007f343e
13689,13751,125,BMW R 1200 GS LC,13-Aug,Gasoline,Manual,Used,"Akrapovic, Extras!",/offers/bmw-r-1200-gs-lc-akrapovic-extras-gasoline-grey-a77692d9-a8ee-4e43-9942-8435457a495b
14500,23250,158,Ducati Multistrada 1260,18-May,Gasoline,Manual,Used,1260 S,/offers/ducati-multistrada-1260-1260-s-gasoline-grey-de7fa4c8-63e0-427b-96de-198cc9e5a196
7500,23000,95,Triumph Bonneville T100,13-Oct,Gasoline,,Used,Custom,/offers/triumph-bonneville-t100-custom-gasoline-green-5de75da6-294f-4cf7-830e-d272c2c54369
17995,1821,,Kawasaki,21-Jan,,,Used,Z H2,/offers/kawasaki-others-z-h2-black-eb65fdaf-6f27-4da7-8962-f1be4d147a30
11999,1038,1,Suzuki V-Strom 1050,20-Jan,,,Used,A,/offers/suzuki-v-strom-1050-a-black-8430b5f2-0e01-4445-b1e9-dd4d2dbc3c77
3590,0,,Polaris Outlaw,21-Jul,Diesel,,Used,110 EFI,/offers/polaris-outlaw-110-efi-diesel-black-27798fb3-19ab-416a-adec-4eb1c80087d5
9000,25000,46,Yamaha TMAX SX,19-Jun,Gasoline,,Used,tmax 530sx ABS Sport Edition,/offers/yamaha-tmax-sx-tmax-530sx-abs-sport-edition-gasoline-blue-b9e4e1b9-2f4f-fc70-e053-0100007fa102
7500,4000,88,Harley-Davidson Street Rod,19-Nov,Gasoline,,Used,street rod 750,/offers/harley-davidson-street-rod-street-rod-750-gasoline-black-5c8b51f4-873b-4f86-bc61-457c404566b0
11250,6410,,Aprilia RSV4,11-Jul,Gasoline,,Used,1000 R,/offers/aprilia-rsv4-1000-r-gasoline-black-f53962ab-d5c5-4f7f-9b26-fc3929f8f916
20000,800,158,Ducati Multistrada 1260,18-Oct,Gasoline,,Used,,/offers/ducati-multistrada-1260-gasoline-red-ebb372bb-158c-777f-e053-0100007fe364
8450,34500,182,Yamaha YZF-R1,9-Feb,Gasoline,,Used,BIG BANG WHITE EDITION ARROW,/offers/yamaha-yzf-r1-big-bang-white-edition-arrow-gasoline-white-4dc474ed-b71e-4b50-9e33-8880a42cdb12
16650,5900,179,KTM 1290 Super Duke R,20-Nov,Gasoline,Semi-automatic,Used,3 PACCHETTI KTM,/offers/ktm-1290-super-duke-r-3-pacchetti-ktm-gasoline-orange-a9230d10-e621-46e9-918b-d35a7216af73
11999,12956,,Yamaha MT-10,18-Jun,Gasoline,,Used,,/offers/yamaha-mt-10-gasoline-black-082f08f9-2758-4dec-8d37-6cee5e1313ee
6250,12100,91,Honda CB 650,17-Aug,Gasoline,,Used,,/offers/honda-cb-650-gasoline-red-695280c6-999e-512e-e053-0100007f3a25
11690,14300,173,KTM 1290 Super Duke R,14-Jun,Gasoline,Manual,Used,Akrapovic*,/offers/ktm-1290-super-duke-r-akrapovic-gasoline-black-e82bacae-1b11-4ddf-b47d-d997b46ac7a8
6999,2166,,Honda CB 500,18-Jan,,,Used,X ABS,/offers/honda-cb-500-x-abs-black-2cc3b76e-95a6-402e-a20c-5e5a9a77142d
15900,11400,193,BMW HP4,15-Feb,Gasoline,,Used,,/offers/bmw-hp4-gasoline-blue-fee416c3-1186-7944-e053-0100007f634d
10000,7200,114,Yamaha MT-09,18-Sep,Gasoline,Semi-automatic,Used,sp,/offers/yamaha-mt-09-sp-gasoline-blue-16740a17-49cb-457f-a65f-785075df3937
2600,39000,41,Piaggio X 10,13-Oct,Gasoline,Automatic,Used,,/offers/piaggio-x-10-gasoline-blue-d672f9c5-b9d5-db34-e053-0100007f47db
13000,2972,110,BMW R nineT,19-Jul,Gasoline,Manual,Used,,/offers/bmw-r-ninet-gasoline-grey-113e6ac4-5965-a06e-e053-0100007f603c
11000,23000,200,Kawasaki Ninja ZX-10R,15-Jun,Gasoline,,Used,30th anniversario,/offers/kawasaki-ninja-zx-10r-30th-anniversario-gasoline-green-7eb4fd5d-fb3c-4272-9f3b-2bf98ecc96df
13590,1000,,Yamaha Niken,20-Jul,Gasoline,,Used,850,/offers/yamaha-niken-850-gasoline-grey-cf08466a-bbab-4f6a-8781-75030ba1e04f
15999,987,136,BMW R 1250 R,21-Mar,Gasoline,Manual,Demonstration,,/offers/bmw-r-1250-r-gasoline-grey-514da1fd-55bb-4cdb-8128-205387b64fa7
28500,2,63,Moto Guzzi V 7,Jul-72,Gasoline,,Used,Sport vollrestauriert besser als neu,/offers/moto-guzzi-v-7-sport-vollrestauriert-besser-als-neu-gasoline-green-2be16fbe-6f8f-ff10-e053-0100007f1af0
600,171,1,Znen Legend Scooter,11-Oct,Gasoline,,Used,,/offers/znen-legend-scooter-gasoline-white-08b6e0bb-838d-244d-e053-0100007fc8d6
12300,9000,67,Harley-Davidson Sportster,18-Oct,Gasoline,,Used,,/offers/harley-davidson-sportster-gasoline-black-faacf3bd-4c87-e179-e053-0100007f570f
2500,30000,45,KTM 390 Duke,13-Jun,Gasoline,Manual,Used,ABS,/offers/ktm-390-duke-abs-gasoline-orange-0df760fe-7cb6-45da-854e-d88f837bc011
7890,14844,,Yamaha MT-09,18-May,Gasoline,,Used,,/offers/yamaha-mt-09-gasoline-grey-17051de9-1552-483d-b714-530566118327
6500,11600,39,Piaggio MP3 500,16-Jul,Gasoline,,Used,,/offers/piaggio-mp3-500-gasoline-grey-6d2b4ebf-acb0-7d0f-e053-0100007f5bcc
1500,46500,48,Yamaha Majesty 400,9-Apr,Gasoline,,Used,,/offers/yamaha-majesty-400-gasoline-black-3c9301c3-afc9-aa51-e053-0100007f401c
22000,13000,87,Harley-Davidson Electra Glide,15-May,Gasoline,,Used,,/offers/harley-davidson-electra-glide-gasoline-green-813424c3-0e0e-184b-e053-0100007f3f57
10999,23268,95,KTM 790 Duke,20-Jan,Gasoline,Manual,Used,L ABS #Full akra#Full Options,/offers/ktm-790-duke-l-abs-full-akra-full-options-gasoline-orange-9093c198-9334-46bf-8df0-604f37989171
9798,0,,Honda CB 650,21-Jan,,,New,650RA,/offers/honda-cb-650-650ra-blue-3dfef285-f3ae-4961-b826-bd59f8ef9f49
14000,691,110,BMW R nineT,20-Aug,Gasoline,Manual,Used,,/offers/bmw-r-ninet-gasoline-white-652474c5-240a-c518-e053-0100007f065e
8999,10364,111,Kawasaki Z 900,18-Aug,Gasoline,Manual,Used,RS -- 1 Hand -- Neue Reifen+Inspektion !!!,/offers/kawasaki-z-900-rs-1-hand-neue-reifen-inspektion-gasoline-orange-da1020f3-8191-4b03-8781-8153fc2a7fdf
6800,200,22,Kymco MXU 300,21-Apr,Gasoline,Automatic,Used,MXU 300 i T OFF-Road LOF [sofort verfügbar],/offers/kymco-mxu-300-mxu-300-i-t-off-road-lof-sofort-verfuegbar-gasoline-white-5b97d65c-3763-4ba0-93f1-e10821bd98ca
7000,13872,60,BMW C 650,17-Mar,Gasoline,,Used,,/offers/bmw-c-650-gasoline-black-eebe63c2-5e07-8829-e053-0100007f699b
12450,6531,95,BMW F 850 GS,18-Jan,,,Used,,/offers/bmw-f-850-gs-red-cc57d89d-7e18-4e81-a47b-97c5464dbe7e
7000,123456,24,Ariel Motorcycles HT,Jan-41,Gasoline,,Used,,/offers/ariel-motorcycles-ht-gasoline-black-afb7299d-2cba-4b1e-9584-d35228417d73
6490,8399,,Ducati Scrambler,18-Jul,Gasoline,,Used,47.5,/offers/ducati-scrambler-47-5-gasoline-black-228993b1-34cc-4b32-8b48-e35f46c89a0d
7000,41000,124,Yamaha YZF-R6,12-Apr,Gasoline,,Used,,/offers/yamaha-yzf-r6-gasoline-red-e82963ba-4bca-457c-e053-0100007f552b
39900,5310,71,Harley-Davidson Softail,8-Apr,Gasoline,,Used,Heritage Softail 105 Jahre Modell Customstyle,/offers/harley-davidson-softail-heritage-softail-105-jahre-modell-customstyle-gasoline-black-21e604f2-e980-4b08-ac2d-6ee8cc2ba7e9
9990,5584,,Ducati Scrambler,17-Apr,Gasoline,,Used,,/offers/ducati-scrambler-gasoline-black-458218ed-76c5-43b2-bc9f-2129b5c1e403
6000,230,24,Others,13-Jul,Diesel,,Used,John Deere Gator XUV 855D Allrad,/offers/others-others-john-deere-gator-xuv-855d-allrad-diesel-green-2e6640c4-00b7-285d-e053-0100007f3766
6999,5276,,Honda NC 750,16-Jan,,,Used,X,/offers/honda-nc-750-x-red-d70cd384-406a-4e62-a3da-d46d234e12e4
11000,11700,,Honda CBR 1000,15-Mar,Gasoline,,Used,RR FIREBLADE ABS,/offers/honda-cbr-1000-rr-fireblade-abs-gasoline-2c63fd77-6f8c-4a67-96e5-a4f334ac3dab
8590,46604,,Triumph Tiger 800,16-Nov,Gasoline,,Used,,/offers/triumph-tiger-800-gasoline-white-7970bf28-7be7-4723-a101-2b10d9b54062
18450,18200,125,BMW R 1200 GS,16-May,,Manual,Used,Adventure ABS,/offers/bmw-r-1200-gs-adventure-abs-blue-58bf9720-e76d-4cbb-89c0-5fde8a529e3f
6500,4000,48,Fantic Caballero 500,20-Jun,Gasoline,,Used,rally,/offers/fantic-caballero-500-rally-gasoline-green-c9163596-e7a2-4429-ad42-1c435f8c3537
10999,1186,150,Suzuki Katana 1000,20-Jan,Gasoline,Manual,Demonstration,Katana Modell 2020 schwarz,/offers/suzuki-katana-1000-katana-modell-2020-schwarz-gasoline-black-93df13dc-e7d6-41d2-89ea-f779ba1699a0
13500,12600,125,BMW R 1200 RS,18-Feb,Gasoline,Manual,Used,,/offers/bmw-r-1200-rs-gasoline-grey-4e1190c0-a280-3c3b-e053-0100007f9e47
400,37000,14,Malaguti Blog 160,9-Jan,Gasoline,,Used,,/offers/malaguti-blog-160-gasoline-black-9413bbb9-2a7a-963c-e053-0100007f2de5
9000,68632,83,Laverda 1000,Feb-83,Gasoline,Manual,Used,,/offers/laverda-1000-gasoline-red-950f7ebd-3c6f-8c6d-e053-0100007f440f
1400,2760,11,Mash Seventyfive 125,15-May,Gasoline,,Used,,/offers/mash-seventyfive-125-gasoline-white-6efdccc3-f7e5-f114-e053-0100007f2579
7500,2300,48,Honda CTX 700,16-Jun,Gasoline,,Used,,/offers/honda-ctx-700-gasoline-black-44b6c10b-331a-48cd-ba03-16f02cd2566e
8989,28403,139,Kawasaki Z 1000,13-Apr,Gasoline,Manual,Used,IXIL,/offers/kawasaki-z-1000-ixil-gasoline-green-bbfbdadd-1a9c-4250-9a48-1ef1d0421c9e
1900,29000,33,Kymco Downtown 300i,10-Nov,Gasoline,Automatic,Used,2010 - KM. 29000,/offers/kymco-downtown-300i-2010-km-29000-gasoline-silver-52aaf7e5-e009-4eec-894e-697e04d2b522
10000,47700,68,Harley-Davidson 1200 Custom,14-Jul,Gasoline,,Used,,/offers/harley-davidson-1200-custom-gasoline-black-e18670c2-aa46-047a-e053-0100007f8859
2250,501,,Others,20-Sep,Gasoline,,Used,ORCAL,/offers/others-others-orcal-gasoline-brown-845694df-f9fe-47d2-9047-070f9d98dbdc
18990,9300,121,Harley-Davidson V-Rod,17-Aug,Gasoline,Manual,Used,VRSCF,/offers/harley-davidson-v-rod-vrscf-gasoline-white-81c9b0aa-657f-446b-878d-772658543ec7
20800,3350,200,Yamaha Vmax,17-Apr,Gasoline,Manual,Used,RP 21,/offers/yamaha-vmax-rp-21-gasoline-black-9b1c4fbb-cd07-5530-e053-0100007fc7cb
6100,21000,163,Yamaha MT-09,14-Mar,Gasoline,,Used,,/offers/yamaha-mt-09-gasoline-orange-e0eb20ac-508e-6f55-e053-0100007ffddd
12490,22168,145,Ducati 899 Panigale,14-Jan,,,Used,,/offers/ducati-899-panigale-red-82513cfa-cd56-4e0e-987f-5beb80f2d26e
10250,26171,,Honda VFR 800,16-Jan,,,Used,X Crossrunner ABS,/offers/honda-vfr-800-x-crossrunner-abs-red-53ffa5c1-477a-4988-9418-af3b2ce96826
2100,22000,14,Vespa Primavera 150 3V,14-May,Gasoline,,Used,,/offers/vespa-primavera-150-3v-gasoline-black-980474ba-3139-ee1e-e053-0100007f42ef
6350,40900,109,BMW R 1200 R,10-Apr,Gasoline,,Used,,/offers/bmw-r-1200-r-gasoline-black-121e9fc5-1e43-5c51-e053-0100007fc782
6700,50000,185,Suzuki GSX-R 1000,10-Jun,Gasoline,,Used,K10,/offers/suzuki-gsx-r-1000-k10-gasoline-blue-47be704b-1bb9-422a-867f-a4ca7ac3ddff
14990,41668,125,BMW R 1200 GS,17-Mar,,,Used,Adv. Tieferlegung,/offers/bmw-r-1200-gs-adv-tieferlegung-f52719fd-1b52-4253-8794-c9ed9d33696c
18500,11600,71,Harley-Davidson Heritage Softail,5-Jul,Gasoline,Manual,Used,Softail de Luxe,/offers/harley-davidson-heritage-softail-softail-de-luxe-gasoline-red-e240d3be-e9fc-3b5d-e053-0100007fa9ce
10375,25,73,Yamaha,20-Jun,Gasoline,Manual,Used,XTZ 700 Ténéré *World-Raid*,/offers/yamaha-others-xtz-700-tenere-world-raid-gasoline-blue-94fe114c-f1e0-4788-a950-226570c280b0
1700,44000,169,Honda SH 150,15-Feb,Gasoline,,Used,,/offers/honda-sh-150-gasoline-white-060842bd-d47e-625c-e053-0100007f3c26
10100,238,,Husqvarna 701 Supermoto,21-Apr,Gasoline,,Used,,/offers/husqvarna-701-supermoto-gasoline-silver-91e9c1f7-ffaf-422b-806a-17feaccf7ba0
10699,0,,Kawasaki Z 900,21-Jan,,,New,,/offers/kawasaki-z-900-white-0a091124-384e-4d94-8d64-15946c2e7732
16500,0,,Triumph Tiger 900,21-Jan,,,New,RALLY,/offers/triumph-tiger-900-rally-black-dea37246-6ff8-485e-b9ff-ae2a53ceb2e2
7000,16890,75,BMW F 700 GS,15-Jul,Gasoline,Manual,Used,"Komfort- und Sicherheitsp., TÜV, Reifen, Bat. neu",/offers/bmw-f-700-gs-komfort-und-sicherheitsp-tuev-reifen-bat-neu-gasoline-white-9f65d9b5-b734-4e5b-aa98-f58b5596720f
8900,54196,110,BMW R 1200 GS,11-Mar,Gasoline,,Used,,/offers/bmw-r-1200-gs-gasoline-black-c1ce8ab0-75aa-5c3d-e053-0100007fb5e8
10000,30000,63,Yamaha XV 1600,Jun-99,Gasoline,,Used,,/offers/yamaha-xv-1600-gasoline-black-f04e19c3-112e-a327-e053-0100007fe7db
200,16000,170,Yamaha Cygnus,May-99,Gasoline,,Used,,/offers/yamaha-cygnus-gasoline-blue-3c5a76c6-f1ed-6c7c-e053-0100007fbd6f
12250,24053,165,BMW S 1000 XR,17-Jun,Gasoline,Manual,Used,,/offers/bmw-s-1000-xr-gasoline-white-c5fbf3bc-26bb-4851-91b0-cc255fe159e5
12800,53231,,BMW K 1600 GT,14-Jul,Gasoline,,Used,,/offers/bmw-k-1600-gt-gasoline-black-0bd859ea-a333-49f6-8a8b-e159a22eaf01
9500,13000,54,Honda X-ADV,19-Jul,Gasoline,,Used,,/offers/honda-x-adv-gasoline-red-104538be-4e1f-9830-e053-0100007f9f12
6950,23300,48,Kawasaki VN 900,16-Oct,Gasoline,Manual,Used,CLASSIC MIT SCHÖNER AUSSTATTUNG,/offers/kawasaki-vn-900-classic-mit-schoener-ausstattung-gasoline-black-c11fd59c-abaa-46f4-a063-2045cbc12791
2250,1386,38,Peugeot Django 50,15-Jul,Gasoline,,Used,sport,/offers/peugeot-django-50-sport-gasoline-blue-4090abba-3712-385a-e053-0100007fcea3
25000,650,48,Harley-Davidson Fat Bob,18-Apr,Gasoline,,Used,,/offers/harley-davidson-fat-bob-gasoline-black-cf1c765a-7153-4dbc-b835-7c9e6f2819ff
1090,9800,1,Peugeot Vivacity 50,10-Sep,Gasoline,Automatic,Used,,/offers/peugeot-vivacity-50-gasoline-white-fb18947d-34c5-4ebf-8a6f-2550081099be
6990,2344,20,KTM 500 EXC,15-Dec,Gasoline,Manual,Used,,/offers/ktm-500-exc-gasoline-white-899065bc-d67c-5815-e053-0100007f6c87
9200,3030,48,Kymco MXU 700,17-May,Gasoline,Automatic,Used,Kymco MXU 700i EPS 35KW | Schneepfl.Koffer.Winde,/offers/kymco-mxu-700-kymco-mxu-700i-eps-35kw-schneepfl-koffer-winde-gasoline-black-a0d569b9-e72e-3375-e053-0100007f771a
6500,23000,114,Suzuki GSX-S 750,19-Jul,Gasoline,,Used,moto impecable como nueva,/offers/suzuki-gsx-s-750-moto-impecable-como-nueva-gasoline-blue-89a24925-be56-4283-9244-6d7dc3d18f68
10000,19400,207,BMW S 1000 RR,15-Jan,Gasoline,,Used,,/offers/bmw-s-1000-rr-gasoline-white-2cded4b3-fac5-e803-e053-0100007f2fe5
24750,11532,136,BMW R 1250 RT,20-Mar,,Manual,Used,,/offers/bmw-r-1250-rt-brown-ce651017-6f65-46f5-a1e9-09b672385d96
2400,16000,41,Cectek Quadrift 500,10-Sep,Gasoline,,Used,,/offers/cectek-quadrift-500-gasoline-grey-6b73c48e-64bf-457a-9c1d-8d0067ebc1b0
6999,5158,48,Honda CTX 700,15-May,Gasoline,Automatic,Used,700N DCT ABS 700,/offers/honda-ctx-700-700n-dct-abs-700-gasoline-white-d3743fa1-23f7-4dee-a06d-d8b0c35cf3f3
9999,0,,Yamaha Tracer 700,21-Jan,Gasoline,,New,A.B.S,/offers/yamaha-tracer-700-a-b-s-gasoline-grey-8e965419-df0f-4ea5-b82b-dd0f31d8e05d
9499,1098,125,Kawasaki Z 900,19-Jul,Gasoline,Manual,Used,,/offers/kawasaki-z-900-gasoline-grey-9ddd3dc3-207f-3409-e053-0100007f67f3
9000,19000,60,BMW R 100 GS,May-93,Gasoline,Manual,Used,,/offers/bmw-r-100-gs-gasoline-red-b02872ba-a573-8361-e053-0100007fe95b
6900,700,71,Suzuki V-Strom 650,19-Sep,Gasoline,,Used,,/offers/suzuki-v-strom-650-gasoline-red-062383c1-0a50-0042-e053-0100007f4998
7800,7699,53,Suzuki Burgman 650,18-Aug,Gasoline,Automatic,Used,,/offers/suzuki-burgman-650-gasoline-grey-f71619c3-2d05-5614-e053-0100007fb856
